,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y1
3868,49665.86162,16523791.02,-117412.08,0,115.11,3.33,3,0,1,30,0
3869,35.28,6915929.11,920986.78,109103.005,-632.56,11.17,3,1,1,17,1
3870,0.04,9862.38,-9734.9,959.34,15.5,7.75,-1,0,-3,21,1
3871,1.52,214160.39,-862.5,0,0.85,12.33,-1,0,-3,24,1
3872,0.84,85940.59,-1959.48,222409.2633,2.36,2.17,3,-2,1,-4,0
3873,2.45,248810.8,72290.16,915.84,-87.18,7.75,3,1,1,14,1
3874,110.08,26962475.44,-45794.52,171837.81,72.93,16.42,3,1,1,17,1
3875,14.32,7933868.93,180550.5,242988.33,180550.5,14.25,3,0,1,18,1
3876,3.82,538085.86,7019.83,1360.84,-6.88,6.58,3,1,1,16,1
3877,14.56,3565856.74,-54913.55,70420.175,87.46,8,3,1,1,17,1
3878,1.58,151269.31,-104567.46,0,104.57,6.83,3,0,1,33,1
3879,0.78,433938.05,701.32,69.56,701.32,1.58,-1,1,-3,14,0
3880,12.49,1270289.32,-39979.5,31556.86,48.21,7.58,3,0,1,18,1
3881,1.28,314460.17,-76142.06,1802.56,121.26,6.25,-1,1,-3,18,1
3882,2.1,191745.47,-1839.37,8.74,1.74,2.67,-1,0,-3,21,0
3883,5.72,522651.26,-12568.4,222409.2633,11.92,5.58,3,-2,1,-4,1
3884,541.58,215957529.6,347123.08,3488591.745,-578.54,18.08,3,1,1,15,0
3885,0.67,48514.55,-979.63,222409.2633,0.42,0.67,3,-2,1,-4,0
3886,5.93,834456.72,-3737.24,104.56,3.66,3.25,-1,0,-3,23,0
3887,2.54,1012783.7,3838.26,16298.92,-6.4,3.83,3,0,1,15,1
3888,0.46,113096.53,-38381.1,22,61.13,1.08,3,1,1,10,0
3889,0.46,113734.52,-33819.27,0,53.86,6.08,3,0,1,30,1
3890,2.98,728846.34,-34121.13,0,54.34,9.42,3,0,1,34,1
3891,49665.86162,16523791.02,-51827.51,671.45,50.81,11.42,3,0,1,26,1
3892,3.42,836477.7,-24783,1105.99,39.47,2.42,3,0,1,28,0
3893,13.32,746613.01,-2260.38,12255.495,1.13,4.5,3,0,1,15,1
3894,8.95,1259537.78,-992,13984.795,0.97,5.67,3,0,1,21,1
3895,2.42,174395.82,-17873.63,437.53,7.62,4.5,3,0,1,12,1
3896,21.47,3020896.74,24117.67,4880.175,-23.64,2,3,1,1,17,0
3897,4.32,847051.56,-14471.27,15727.04,9.94,11,-1,1,-3,20,1
3898,0.04,7079.64,-45302.56,222409.2633,31.12,0.83,3,-2,1,-4,0
3899,6.55,666551.37,-1687.36,33891.095,2.03,4.08,3,1,1,17,1
3900,13.79,1402706.92,-100987.25,19626.99,121.78,2.33,-1,0,-3,17,0
3901,0.33,80818.7,-732.33,222409.2633,1.17,8.25,3,-2,1,-4,1
3902,2.07,507720.86,-28109.27,11130.105,44.77,14.58,3,0,1,21,1
3903,0.69,275341.78,19459.99,6646.62,-32.43,3.58,3,0,1,18,0
3904,13.95,1274793.16,-11494.34,5883.62,10.9,6.83,3,0,1,14,1
3905,0.5,50800.37,13375.6,2501.24,-16.13,2.83,-1,0,-3,14,0
3906,0.07,29126.21,-73483.91,21300.04,122.47,3.67,-1,0,-3,21,0
3907,39.51,5559642.83,932969.51,119178.215,-914.68,6.67,3,0,1,17,1
3908,17.4,4262132.43,-34293.42,1324.635,54.62,2,3,1,1,10,0
3909,5,1223765.16,-1291.16,0,2.06,5.67,-1,0,-3,15,1
3910,1.2,121874.47,2313.9,830.095,-2.79,6.42,3,0,1,21,0
3911,11.31,2770928.24,286226.33,249878.195,-455.84,8.33,3,1,1,17,1
3912,1606.88,393566631.8,863484.94,262168.57,-1375.18,7,3,1,1,17,0
3913,1.06,260085.23,5564.04,4398.19,-8.86,4.5,-1,0,-3,21,1
3914,28.33,6937795.76,24724.75,6212.655,-39.38,3.25,3,1,1,21,0
3915,4.35,1064617.87,-249348.39,-137407.38,397.11,8,3,0,1,21,1
3916,6.73,1648862.29,-141011.98,22394.825,224.58,8.25,3,1,1,17,1
3917,21.26,5208179.59,292932.9,-184158.44,-466.52,3,3,0,1,18,0
3918,0.09,22300.89,-50135,2818.01,79.84,8,-1,0,-3,33,1
3919,5.69,2267405.7,2365.5,43236.49,-3.94,1.92,-1,0,-3,21,0
3920,1.31,321747.76,4483.75,21.585,-7.14,5.83,3,0,1,15,0
3921,0.1,41860.39,-273.74,1883.72,0.46,1,-1,0,-3,13,0
3922,0.44,243362.83,-20242.81,17770.44,-20242.81,11.25,-1,1,-3,17,1
3923,72.04,28725322.84,655191.49,459474.205,-1091.99,10.75,3,1,1,17,1
3924,49665.86162,16523791.02,829048.9088,0,10191.70409,16.42,3,0,1,21,1
3925,3.15,1255526.17,9912.85,2548.27,-16.52,1.42,3,0,1,15,0
3926,341.61,83668248.52,235473.41,100423.915,-375.01,4.67,3,1,1,17,1
3927,1.57,308396.22,-48200,469.015,33.11,7.67,3,0,1,29,1
3928,1.04,106071.11,37805.86,0,-45.59,4,-1,0,-3,33,1
3929,10.97,6074627.98,-19327.34,23206.96,-19327.34,7.33,3,1,1,17,1
3930,1.96,480634.18,6138.17,104.285,-9.78,4.75,-1,0,-3,21,1
3931,211.84,29808232.03,484829.4,72180.345,-475.32,5.42,3,1,1,17,1
3932,0.17,69504.95,-10223.94,347.525,17.04,1.42,3,0,1,13,0
3933,49665.86162,16523791.02,-8134.49,0,-8134.49,37,3,0,1,21,1
3934,273.66,151576444,357343.29,5621350.56,357343.29,5.67,3,1,1,17,1
3935,0.23,55934.47,-1616.24,222409.2633,2.57,2.67,3,-2,1,-4,0
3936,2.02,395884.85,-947.93,9829.965,0.65,1.75,-1,1,-3,10,0
3937,1.21,481040.59,1169.25,2405.205,-1.95,1,-1,1,-3,11,0
3938,0.68,167166.63,46557.04,253.215,-74.15,3.83,3,0,1,30,1
3939,69.32,6634790.94,-2296676.78,81988.95,2296.68,6.67,-1,0,-3,21,1
3940,0.05,9708.74,-11680.76,0,8.02,2.58,3,0,1,21,0
3941,3.29,805269.8,23802.82,0,-37.91,1.08,3,0,1,12,0
3942,7.79,792330.78,8114.19,889.405,-9.78,1.25,-1,0,-3,12,0
3943,6.09,583192.84,-607.72,873.785,0.61,18,3,0,1,12,1
3944,7.32,1794003.12,36137.66,2749.51,-57.55,1.75,3,0,1,12,0
3945,2.16,528811.76,-39030.18,12719.69,62.16,2.42,3,0,1,12,0
3946,1.79,252083.28,-34591.71,0,33.91,3.92,-1,0,-3,15,1
3947,1.23,68752.07,11860.82,343.76,-5.93,2.83,-1,1,-3,16,0
3948,46.81,11464423.62,56369.58,29705,-89.77,12.83,3,0,1,21,1
3949,8.76,490859.31,-10057.84,1324.45,5.03,2.75,-1,0,-3,15,0
3950,0.26,63607.94,17443.68,222409.2633,-27.78,2.92,3,-2,1,-4,0
3951,3.42,348106.72,-1155.77,1043.275,1.39,2.92,3,1,1,14,0
3952,2.35,967900.12,-960.13,6436.485,-960.13,1.67,-1,1,-3,16,0
3953,2.87,1183112.03,15800.56,4426.39,15800.56,2.5,3,0,1,15,0
3954,27.47,15214201.52,784530.15,-492517.225,784530.15,9.75,3,0,1,21,1
3955,6,1468732.27,-184766.86,-168845.53,294.26,9.5,3,0,1,21,1
3956,3.72,208374.25,-408396.6,0,204.2,1.33,-1,0,-3,13,0
3957,3.68,206038.06,-233839.6,0,116.92,1.33,-1,0,-3,13,0
3958,0.3,124346.77,-89137.41,1372.65,-89137.41,5.67,3,0,1,16,1
3959,0.78,190762.82,2899.59,222409.2633,-4.62,1.67,3,-2,1,-4,0
3960,3.11,316772.07,-4045.14,1556.98,4.88,4.17,-1,0,-3,17,1
3961,11.18,6193174.56,656786.36,263137.445,656786.36,8.25,3,1,1,21,1
3962,145.86,28594619.32,1069312.35,824994.5,-734.44,19.92,-1,1,-3,17,0
3963,1.91,1055385.75,829048.9088,13.035,10191.70409,4.33,-1,1,-3,15,1
3964,8.24,4563167.46,-130070.91,294758.24,-130070.91,20.92,3,1,1,18,1
3965,14.92,3654883.56,29067.39,-192535.175,-46.29,7.42,3,0,1,21,1
3966,9.78,2395136.06,40214.93,6583.79,-64.05,4.67,3,1,1,17,1
3967,26.24,3692866.64,43799.34,97852.6,-42.94,6.75,3,0,1,18,1
3968,8.12,1142319.11,-531720.27,64697.815,521.29,9.67,3,0,1,18,1
3969,6.12,1499185.09,94950.02,42067.1,-151.22,4.08,3,1,1,17,1
3970,6.15,3408502.44,-322820,146310.405,-322820,16,3,1,1,21,1
3971,46.48,4727722.76,-35704.69,0,43.06,1.25,3,0,1,10,0
3972,2.22,124735.35,2883.44,222409.2633,-1.44,1,3,-2,1,-4,0
3973,191.9,37620890.41,70295.66,356469.705,-48.28,19.58,3,1,1,17,1
3974,0.78,434367.29,-72115.3,1387.65,-72115.3,7.5,-1,0,-3,16,1
3975,64.32,15752763.32,561583.51,582110.515,-894.38,16.25,3,1,1,17,1
3976,2.19,536321.22,-200191.79,0,318.82,13.5,3,0,1,21,1
3977,8.27,2026639.28,49862.82,44078.82,-79.41,7.33,3,1,1,17,1
3978,8.23,751446.11,6338.26,8535.18,-6.01,3.08,3,0,1,21,0
3979,26.01,2645407.09,144847.82,8438.94,-174.67,1.25,-1,0,-3,12,0
3980,3.59,505625.29,2211.58,11.535,-2.17,1.42,3,1,1,11,0
3981,94.82,23223974.69,37892.46,75376.94,-60.35,10.67,3,1,1,14,1
3982,0.53,130138.6,-3052.07,222409.2633,4.86,0.83,3,-2,1,-4,0
3983,2.2,539342.01,-532375.04,44332.72,847.86,4.42,3,0,1,21,0
3984,12.91,1815984.34,10174.68,26024.06,-9.98,4.08,3,0,1,21,1
3985,119.7,66298833.15,4207479.49,496555.205,4207479.49,16.25,3,1,1,18,1
3986,19.36,1768557.41,243314.74,38590.335,-230.78,3.75,3,0,1,21,1
3987,53.76,21436777.13,33594.35,1512485.65,-55.99,7.42,3,1,1,21,1
3988,52.31,12812947.01,-30971.28,346882.335,49.32,19,3,1,1,17,0
3989,2.58,631869.32,-13571.23,197.15,21.61,2.67,3,0,1,27,0
3990,8.1,1983139.11,-406487.45,127876.545,647.37,4.33,3,0,1,18,0
3991,6.42,1572385.34,-431725.36,13746.985,687.56,9.58,3,1,1,15,1
3992,20.52,4022360.29,124270.66,71134.175,-85.35,6.08,3,1,1,21,1
3993,34.6,8473641.62,69124.11,454320.565,-110.09,10.42,3,1,1,17,1
3994,0.54,104990.68,-519.91,222409.2633,0.36,5.42,3,-2,1,-4,1
3995,49665.86162,16523791.02,-22756.71,0,15.63,4.08,3,0,1,21,1
3996,0.65,91592.86,-140178.1,9411.88,137.43,12.42,-1,0,-3,16,1
3997,0.86,210968.48,-40690.65,1560.065,64.8,5.75,3,0,1,16,1
3998,1.66,325802.23,-119220,3769.355,81.88,4.42,3,0,1,14,1
3999,1.68,929107.68,7876.03,9204.26,7876.03,6.17,-1,1,-3,21,1
4000,5.14,1257991.14,-91568.81,14487.88,145.83,17.83,3,1,1,17,1
4001,3.96,970545.89,-43.9,6582.34,0.07,8.83,-1,0,-3,18,0
4002,2.85,698133.58,-32004.96,442.79,50.97,16.25,3,0,1,30,1
4003,9.67,983091.27,-100427.49,20915.385,121.11,2.25,3,0,1,15,0
4004,142.65,13652971.13,-4627754.82,894089.46,4627.75,12.08,3,0,1,21,0
4005,37.27,3790525.52,-2052.3,40480.935,2.47,7.33,3,1,1,17,1
4006,13.34,3267800.57,59740.98,22641.41,-95.14,9.58,3,1,1,17,1
4007,6.92,1694446.92,-188955.61,17286.12,300.93,21.75,3,1,1,17,1
4008,0.61,118811.88,-481045.99,594.06,330.4,4.33,-1,0,-3,16,1
4009,4818.54,1180187722,2999781.57,871228.985,-4777.44,12.33,3,1,1,18,0
4010,7815.49,1914219634,206493610.3,16314963.39,-328861.23,19.58,3,1,1,18,0
4011,10.62,1494881.62,-745950.95,20464.195,731.32,1.83,3,0,1,12,0
4012,19.1,4678223.81,-203467.73,9830.92,324.04,7,3,0,1,20,1
4013,1.2,666029.16,28064.38,33556.29,28064.38,7.33,-1,1,-3,17,1
4014,2.51,614896.59,52780.05,0,-84.06,14.08,-1,0,-3,18,1
4015,0.52,73861.95,-29258.17,256.475,28.68,1.33,3,1,1,13,0
4016,71.27,39472665.9,192317.2,774267.655,192317.2,12.67,3,1,1,17,1
4017,192.09,76597091.17,727695.87,2058216.11,-1212.83,21,3,1,1,18,0
4018,0.98,402165.95,-1587.72,248.325,-1587.72,3.42,3,1,1,16,0
4019,3.42,1895602.19,4257.01,97005.03,4257.01,13.17,3,1,1,21,1
4020,12.99,1243677.92,13229,6204.41,-13.23,3.33,-1,0,-3,16,0
4021,14.32,3506394.34,48522.37,103985.28,-77.28,10.17,3,1,1,21,1
4022,2.32,923387.48,-48740.89,0,81.23,1.75,3,0,1,20,0
4023,0.03,2593.5,-1811.74,277.865,2.18,15.17,-1,0,-3,18,0
4024,20.73,4064338.76,-149543.14,74297.115,102.71,22.83,3,1,1,17,1
4025,1.15,281223.49,-27637.38,0,44.02,4.33,-1,0,-3,43,1
4026,2.13,418167,-214972.66,65.675,147.65,2,3,0,1,15,0
4027,1.55,380419.81,-8799.14,5904.275,14.01,7.42,3,1,1,17,1
4028,23.58,5774354.42,-50254.97,142052.755,80.04,8.75,3,1,1,17,1
4029,2.17,531329.69,-877.51,222409.2633,1.4,2.25,3,-2,1,-4,0
4030,49665.86162,16523791.02,-60181.43,0,-60181.43,10.67,3,0,1,21,1
4031,18.35,1028613.41,-19194.55,35429.8,9.6,5.42,3,0,1,21,1
4032,0.13,12257.43,-820,222409.2633,0.78,1.75,3,-2,1,-4,0
4033,86.08,21083423.92,252476.28,-2824696.02,-402.09,15.08,3,0,1,17,1
4034,6.69,680177.73,67172.49,156.24,-81,2.33,-1,0,-3,12,0
4035,3.88,951362.71,-47982.8,4224.09,76.42,1.33,3,0,1,12,0
4036,234.04,57322361.02,491872.42,234005.275,-783.35,11.58,3,1,1,17,1
4037,0.91,221757.93,-7822.02,0,12.46,5.08,-1,0,-3,21,1
4038,33.84,4761216.74,-43557.61,21695.575,42.7,6.17,3,1,1,17,1
4039,5.34,1306960.15,5865.16,6931.89,-9.34,3.92,3,1,1,21,1
4040,5.73,806794.69,117838.41,2913.635,-115.53,8.67,-1,0,-3,21,1
4041,0.44,44841.58,395,222409.2633,-0.48,1.92,3,-2,1,-4,0
4042,2.05,114970.7,-6638.28,222409.2633,3.32,4.83,3,-2,1,-4,1
4043,7.41,1814198.51,108412.92,33788.57,-172.66,2.33,3,1,1,15,0
4044,0.75,104979.59,-2940.74,222409.2633,2.88,2.5,3,-2,1,-4,0
4045,25.51,5001022.89,6170.92,-145045.48,-4.24,6.58,3,1,1,17,1
4046,65.63,5995694.22,97383.71,13314.3,-92.37,3.42,3,0,1,15,0
4047,2.34,572654.02,-104549.38,2479,166.51,3.83,3,1,1,21,1
4048,2.81,689366.24,-1840.48,0,2.93,4.17,3,0,1,21,1
4049,1.55,859518.18,42057.75,3673.68,42057.75,2.5,3,1,1,17,0
4050,17.29,2432429,284726.45,176.83,-279.14,5.58,3,0,1,18,1
4051,20.5,4058754.89,-31624.15,79755.63,48.28,2.5,-1,1,-3,16,0
4052,26.22,3689781.14,-118566.74,94378.54,116.24,8,3,1,1,13,1
4053,4.21,1031559.09,25258.76,49096.255,-40.23,2.5,-1,0,-3,15,0
4054,98.34,24084990.81,61642.61,14032.055,-98.17,12.58,3,1,1,16,1
4055,0.44,106782.79,-32700.8,1062.96,52.08,3.25,-1,0,-3,15,0
4056,2.52,617787.56,36114.15,74700.99,-57.52,9.17,3,1,1,17,1
4057,11.45,2804937.55,19515.86,79821.125,-31.08,19.33,3,1,1,17,1
4058,25.92,3647795.15,20489.64,4999.765,-20.09,7,3,1,1,21,1
4059,1.43,280495.06,-12277.91,0,8.43,8.25,-1,0,-3,33,1
4060,0.33,180699.82,1298.69,6450.465,1298.69,16.75,3,1,1,17,1
4061,51.85,5273880.59,-3846519.38,271380.64,4638.55,4.17,3,0,1,18,1
4062,7.19,2865569.94,-1873.17,160.505,3.12,3.58,3,0,1,17,0
4063,22.46,5500970.96,29090.79,52195.115,-46.33,3.42,-1,1,-3,17,0
4064,5.33,542589.47,-189.94,5308.25,0.23,10.67,3,0,1,21,1
4065,33.77,8270006.79,-241546.47,17565.095,384.69,6.67,-1,1,-3,16,1
4066,4.9,1200513.23,-288698.78,87429.635,459.78,14.75,-1,1,-3,17,1
4067,16.53,4049612.24,44769.17,145511.47,-71.3,7.33,3,1,1,21,1
4068,3.4,1881375.38,59693.51,6378.095,59693.51,2.58,-1,0,-3,17,0
4069,0.07,17610.3,-11090.14,0,17.66,3.83,3,0,1,18,1
4070,24.9,2383484.7,87464.98,24220.165,-87.46,4.58,3,1,1,16,1
4071,64.82,9120062.31,-58379.62,200587.74,57.23,10,3,1,1,18,1
4072,1.96,198860.87,-43328.27,20755.84,52.25,8.33,3,0,1,21,1
4073,0.4,97336.28,-75800.93,0,120.72,5.08,3,0,1,28,1
4074,2.83,693068.33,-2714.56,64869.43,4.32,4.33,3,0,1,21,1
4075,0.18,18762.31,-7057.83,222409.2633,8.51,3.08,3,-2,1,-4,0
4076,10.69,599365.37,96631.9,16103.19,-48.32,5.92,-1,0,-3,15,1
4077,1.21,296900,-131,0,0.21,4.83,-1,0,-3,21,1
4078,1.1,270118.02,-385.11,0,0.61,17.83,3,0,1,21,1
4079,0.15,29703.76,-1033909.91,0,710.12,6.75,3,0,1,21,1
4080,49665.86162,16523791.02,-248500,0,299.67,2.33,3,0,1,26,0
4081,10.27,1044839.37,7265.65,12957.115,-8.76,6.33,3,1,1,17,1
4082,332.35,46764141.33,357120.9,139614.34,-350.12,6.33,3,1,1,18,1
4083,39.86,9763477.41,-68680.81,0,109.38,11.08,3,0,1,21,1
4084,13.26,7343656.65,-25964.51,344690.935,-25964.51,12.25,3,1,1,15,1
4085,12.57,6959695.07,2423382.98,-780929.09,2423382.98,23.33,3,1,1,17,1
4086,25.11,6150959.13,27106.18,-54006.71,-43.17,15.17,3,0,1,14,1
4087,0.27,147713.71,56.82,8854.9,56.82,16.67,-1,1,-3,17,1
4088,66.7,9385053.06,37039.93,22957.385,-36.31,7.83,3,1,1,31,1
4089,12.66,3101410.05,19625.38,146047.13,-31.26,8.33,3,1,1,17,1
4090,28.22,6912591.93,-397918.85,46367.035,633.72,9.33,3,1,1,17,1
4091,23.22,3267584.81,28945.84,26501.485,-28.38,6.25,-1,1,-3,17,1
4092,1.51,153799.1,881.67,637.89,-1.06,6.08,3,0,1,15,1
4093,0.1,58020.61,-47366.41,128.57,-47366.41,14.17,3,0,1,14,1
4094,0.29,70142.03,-80712.33,0,128.54,5.25,-1,0,-3,34,1
4095,73.37,1452869.96,-146330.32,0,32.52,2.25,3,0,1,18,0
4096,15.45,3028806.17,673699.17,128164.19,-462.72,15.25,3,1,1,18,1
4097,0.45,41188.12,-271.61,222409.2633,0.26,1.58,3,-2,1,-4,0
4098,2.02,113399.03,-12737.1,231.155,6.37,1.83,3,1,1,11,0
4099,5.35,36457.96,-26137.83,0,-26137.83,3.42,-1,0,-3,15,0
4100,1.12,62685.66,-23919.1,222409.2633,11.96,3.33,3,-2,1,-4,0
4101,6.02,1474881.5,-12773.4,9482.455,20.34,7.58,3,1,1,21,1
4102,1.96,179262.37,11470.33,286.775,-10.88,2.25,3,0,1,12,0
4103,2.24,548702.99,85076.3,33008.21,-135.49,3,3,0,1,15,0
4104,9.33,2284156.35,-24667.73,27058.105,39.29,16.08,3,1,1,17,1
4105,3.85,351453.48,-220.87,249.27,0.21,3.58,-1,0,-3,18,0
4106,2.06,209058.57,-7294.25,1440.14,8.8,5.08,3,0,1,21,1
4107,9.74,2384503.05,86872.89,13601.905,-138.35,8.33,-1,1,-3,17,1
4108,2.13,522601.48,-35476.13,71.36,56.5,3.75,3,0,1,14,1
4109,1.22,123845.97,-64723.49,692.15,78.05,5.42,-1,0,-3,13,1
4110,23.09,5655730.12,645540.25,49937.92,-1028.09,8.42,3,1,1,21,1
4111,1,245489.79,-444808.35,27237.185,708.4,15.17,3,0,1,15,1
4112,0.96,532119.48,4309.78,17969.705,4309.78,4.25,-1,1,-3,16,1
4113,7.58,771292.03,-5612.44,14452.935,6.77,6.92,3,0,1,18,1
4114,47.74,11692499.22,15162.14,432205.82,-24.15,3.92,-1,0,-3,15,1
4115,0.1,23981.77,-215167.01,3447.99,342.67,5.92,3,0,1,30,1
4116,0.65,259105.18,-16809,4568.01,28.02,7.25,-1,0,-3,21,1
4117,1.22,299027.2,-26384.03,0,42.02,2.42,3,0,1,17,0
4118,3.82,936748.64,967.17,5592.3,-1.54,7.33,3,0,1,18,1
4119,1.86,455406.76,-2095.26,537.01,3.34,4,3,1,1,21,1
4120,15.42,3777247.8,14782,10571.48,-23.54,5.83,3,1,1,17,1
4121,1.86,133781.54,-468254.28,6201.04,199.64,3,3,0,1,30,0
4122,0.26,63039.77,-2060.66,189.105,3.28,5.67,3,0,1,33,1
4123,3.66,896958.22,16576.93,33.99,-26.4,2.42,3,0,1,18,0
4124,3.17,775845.08,-458971.49,18177.33,730.96,7.67,3,1,1,20,1
4125,8.36,763880.22,-13264.01,3906.99,12.58,2.42,3,0,1,18,0
4126,6.32,643212.58,16923.49,218.445,-20.41,4.25,-1,0,-3,14,1
4127,11.13,1131646.29,8903.71,8753.93,-10.74,5.67,3,1,1,16,1
4128,2.59,707033.62,-489380.46,22525.575,-489380.46,5,3,0,1,18,1
4129,2.61,1072297.75,10036.53,29446.11,10036.53,6.25,3,1,1,17,1
4130,4.28,839140.6,451129.8,0,-309.85,1.42,-1,0,-3,18,0
4131,1.84,187488.35,-2040.19,222409.2633,2.46,2.17,3,-2,1,-4,0
4132,1.46,132948.79,660.88,810.57,-0.63,1.67,3,1,1,15,0
4133,0.44,108957.57,-128209.65,1514.39,204.19,9.58,-1,0,-3,21,1
4134,6.66,1631444.67,48944.55,24072.64,-77.95,3.92,3,0,1,18,1
4135,0.47,114636.6,-13978.91,60.865,22.26,5.58,3,1,1,12,1
4136,1.52,371500.44,-652.78,710.365,1.04,7.83,3,1,1,20,1
4137,0.61,62485.16,1943.71,222409.2633,-2.34,1.5,3,-2,1,-4,0
4138,0.47,192860.99,-10956.41,0,-10956.41,2.25,3,0,1,21,0
4139,0.1,24552.22,-24980.96,58.085,39.78,3.42,3,0,1,21,0
4140,5.19,2875303.82,37230.37,166000.275,37230.37,10.08,-1,1,-3,17,1
4141,179.49,73880389.95,3812.05,3807290.745,3812.05,7.92,3,1,1,21,0
4142,1.28,179767,-111004.69,11079.745,108.83,2.08,-1,0,-3,18,0
4143,7.25,1420637.94,7919.33,9228.6,-5.44,3.08,3,0,1,30,0
4144,0.46,112911.49,-1142.17,0,1.82,4,3,0,1,29,1
4145,2.4,587155.95,-112800.81,3137.785,179.65,12,3,0,1,30,1
4146,1.38,569466.65,-290459.07,2869.12,-290459.07,7.25,-1,0,-3,33,1
4147,6.82,382156.39,-80819.65,5239.66,40.41,3.58,3,0,1,18,0
4148,53.46,13094635.88,14306.01,818523.6,-22.78,10.42,3,1,1,17,1
4149,49665.86162,16523791.02,-59588.45,0,99.31,8.17,3,0,1,22,1
4150,0.17,68535.58,-915569.25,222409.2633,1525.95,9,3,-2,1,-4,0
4151,11.62,1181324.47,4898.09,9055.175,-5.91,6.83,3,0,1,15,1
4152,2.08,292135.42,23206.81,222409.2633,-22.75,14.92,3,-2,1,-4,1
4153,0.18,44196.15,-19426.96,222409.2633,30.94,1.67,3,-2,1,-4,0
4154,12.51,1272271.15,67008.06,25756.775,-80.81,10.5,3,0,1,16,1
4155,1.27,129296.93,-171779.96,24793.135,207.15,8.5,-1,0,-3,21,1
4156,8.89,2176674.43,-228990.6,57014.985,364.69,23.58,3,1,1,17,1
4157,16.71,3276151.5,61282.08,14864.755,-42.09,1.5,-1,0,-3,15,0
4158,49665.86162,16523791.02,829048.9088,105.655,10191.70409,5.58,3,0,1,30,1
4159,0.02,3242.63,-20749.14,417.695,20.34,2.75,-1,0,-3,27,0
4160,0.26,26732.67,-12831.98,222409.2633,15.47,2.25,3,-2,1,-4,0
4161,0.07,18069.3,7236.8,0,-11.53,5.75,-1,0,-3,9,1
4162,16.2,3968511.04,-9938.38,84823.33,15.83,8.33,3,1,1,21,1
4163,1.53,610997.94,-19598.74,6461.895,32.66,5.33,3,0,1,16,1
4164,141.6,34680444.47,643067.96,126837.63,-1024.15,10.33,-1,1,-3,17,1
4165,6.38,1251297.56,-4062.85,0,2.79,11,-1,0,-3,21,1
4166,2.29,559971.73,-26486.53,7127.445,42.18,11.25,3,1,1,17,1
4167,4.56,1817327.92,7896.76,36911.715,-13.16,5.67,-1,0,-3,21,1
4168,0.07,17193.97,-39869.88,1448.025,63.5,7.75,3,0,1,27,1
4169,0.01,3342.91,-85405.64,222409.2633,136.02,4.08,3,-2,1,-4,1
4170,5.22,499310.05,-25914.18,43.69,25.91,9.08,3,0,1,21,1
4171,2.84,259058.04,129546.14,37.425,-122.87,4.5,3,0,1,21,1
4172,0.85,209106.11,3569.74,10448.655,-5.69,6.58,3,1,1,15,1
4173,8.53,2090151.84,24017.5,1177.86,-38.25,12,-1,0,-3,16,1
4174,11.91,4902369.29,5418.25,19801.475,5418.25,9.25,-1,0,-3,17,1
4175,1.82,444979.91,-957.57,4413.48,1.53,3.17,3,0,1,25,0
4176,0.15,37611.48,-66234.01,155.91,105.48,3.42,3,0,1,20,0
4177,15.32,2155153.72,17500.88,32200.64,-17.16,4.42,3,0,1,18,1
4178,3.82,935476.49,1506.04,1088.735,-2.4,7,3,0,1,18,1
4179,0.83,84158.42,10029.09,222409.2633,-12.09,2,3,-2,1,-4,0
4180,6.07,617746.1,-3888,222409.2633,4.69,5.75,3,-2,1,-4,1
4181,2.24,891520.7,-672.5,4158.545,1.12,2.92,3,1,1,15,0
4182,0.11,45544.55,503.03,222409.2633,-0.84,2,3,-2,1,-4,0
4183,49665.86162,16523791.02,-27740.37,222409.2633,44.18,5.33,3,-2,1,-4,1
4184,267.66,52472392.16,14089570.73,0,-9677.17,5.25,3,0,1,18,1
4185,12.26,1724657.96,89380.23,46000.125,-87.63,7.92,3,1,1,21,1
4186,6.81,1667644.41,-16525.07,48786,26.32,10.33,3,1,1,16,1
4187,12.73,7051945.25,198516.92,79533.665,198516.92,8.58,3,1,1,17,1
4188,64.56,15812949.27,-122197.71,89913.345,194.61,3.83,3,1,1,18,1
4189,26.24,6426823.13,391891.67,127098.47,-624.13,4.58,3,1,1,21,1
4190,0.69,96491.71,-33545.61,42.16,32.89,6,3,1,1,11,1
4191,0.61,85228.85,-8135.19,4880.565,7.98,1,3,1,1,10,0
4192,49665.86162,1469.03,-144375.31,197.67,-144375.31,11.58,-1,0,-3,15,1
4193,153.22,37527000.55,1060962.35,276986.66,-1689.69,4.83,3,1,1,17,1
4194,6.85,963958.25,-834.32,0,0.82,6.58,3,0,1,41,1
4195,9.7,2376544.4,18197.3,1001.375,-28.98,6.17,3,1,1,21,1
4196,49665.86162,16523791.02,829048.9088,0,10191.70409,3.17,3,0,1,9,0
4197,0.42,23570.12,-11773.03,0,5.89,2.92,3,0,1,30,0
4198,49665.86162,16523791.02,-1703.45,393.205,2.84,8.5,3,0,1,27,1
4199,49665.86162,16523791.02,-35547.5,0,42.87,7.42,3,0,1,21,1
4200,2.97,581663.99,4921.63,0,-3.38,2.5,3,0,1,21,0
4201,0.04,3838.33,-159155.82,0,159.16,5.08,3,0,1,23,1
4202,0.18,16728.88,-349136.2,222409.2633,331.15,3.92,3,-2,1,-4,1
4203,0.67,164000,3503.65,12140.805,-5.58,9.33,-1,0,-3,21,1
